,PostId,PostCreationDate,OwnerUserId,OwnerCreationDate,ReputationAtPostCreation,OwnerUndeletedAnswerCountAtPostTime,Title,BodyMarkdown,Tag1,Tag2,Tag3,Tag4,Tag5,PostClosedDate,OpenStatus
38780,10065866,04/08/2012 19:42:56,1034601,11/07/2011 22:12:47,46,1,rails3-jquery-autocomplete redirect on select,"I'm using rails3-jquery-autocomplete gem. It works perfectly, but I don't know how to implement a redirect on selection of a result. All it does now is populate the field with the text of the selected result. Thanks!",ruby-on-rails,jquery-autocomplete,,,,,open
32889,8872515,01/15/2012 19:11:32,1150716,01/15/2012 18:31:18,1,0,facing navigation issue due to scanning sdk,"I integrated third party scanning sdk in my iPhone application. My application is navigationbased and while integrating the third party scanning sdk navigation is breaked because the first file of sdk is scannigSDKTestViewController.mm which can be initialized by using the initWithCoder method only.

I am calling scannigSDKTestViewController from viewControllerX as below.


    //in viewControllerX.h file
    scannigSDKTestViewController *overlayController;
    
    //in viewControllerX.m file 
        -(void) start_Scanning
        {
        	
        [AppDelegate setNavigationController:self.navigationController];
        overlayController = [[scannigSDKTestViewController alloc] initWithCoder:nil];
        	}
        	else {
        		[overlayController release];
        		overlayController = nil;
        		
        		overlayController = [[scanningSDKTestViewController alloc] initWithCoder:nil];
        	}
        
        	[self.view addSubview:overlayController.view];
        	[overlayController startScanning];
        }

//navigationController is declared in applicationnameAppDelegate.h file

in scanningSDKTestViewController.mm file ,I am calling the other viewController ViewControllerZ as below code

    UINavigationController *myNavigationController = [AppDelegate navigationController];
    
    ViewControllerZ *viewScreenZ = [[ViewControllerZ alloc] init];
    [myNavigationController pushViewController:viewScreenZ animated:NO];
    [viewScreenZ release];
    [myNavigationController release];



In the above approach camera is opening and scanning is happing ,but after some scanning the application is crashing.And I think the crash is happening due to UINavigationController handle `myNavigationController`,but without taking this handle after scanning navigation to any other screen is stopped.
I have no ideas how to solve this navigation issue.",iphone,objective-c,uinavigationcontroller,camera,,,open
13015,7028904,08/11/2011 15:47:37,890264,08/11/2011 15:47:37,1,0,System.IO.FileNotFoundException when executing CLR Stored Procedure to run a Cognos Report,"Good Morning.  I am currently experiencing an issue with a CLR Stored procedure calling an assembly created in Visual Basic (VS 2008).  At the highest level, the assembly executes a report contained in Cognos8 and moves the output to a specificed directory on the network.  I have no issue when calling the method from a simple test EXE, but when I try to execute via the CLR stored procedure, I am getting the following:
 
Msg 6522, Level 16, State 1, Procedure ReportRunner, Line 0
 
A .NET Framework error occurred during execution of user-defined routine or aggregate ""ReportRunner"":
 
System.IO.FileNotFoundException: Could not load file or assembly 'cognosdotnetassembly_2_0, Version=10.1.4707.501, Culture=neutral, PublicKeyToken=d6e6d7d808b7e5b7' or one of its dependencies. The system cannot find the file specified.
 System.IO.FileNotFoundException: 
   
 at System.Reflection.Assembly._nLoad(AssemblyName fileName, String codeBase, Evidence assemblySecurity, Assembly locationHint, StackCrawlMark& stackMark, Boolean throwOnFileNotFound, Boolean forIntrospection)
    
 at System.Reflection.Assembly.nLoad(AssemblyName fileName, String codeBase, Evidence assemblySecurity, Assembly locationHint, StackCrawlMark& stackMark, Boolean throwOnFileNotFound, Boolean forIntrospection)
    
 at System.Reflection.Assembly.InternalLoad(AssemblyName assemblyRef, Evidence assemblySecurity, StackCrawlMark& stackMark, Boolean forIntrospection)
    
 at System.Reflection.Assembly.LoadWithPartialNameInternal(String partialName, Evidence securityEvidence, StackCrawlMark& stackMark)
    
 at System.Reflection.Assembly.LoadWithPartialName(String partialName, Evidence securityEvidence)
    
 at System.Xml.Serialization.TempAssembly.LoadGeneratedAssembly(Type type, String defaultNamespace, XmlSerializerImplementation& contract)
    
 at System.Xml.Serialization.XmlSerializer.FromMappings(XmlMapping[] mappings, Type type)
    at System.Web.Services.Protocols.SoapClientType..ctor(Type type)
    
 at System.Web.Services.Protocols.SoapHttpClientProtocol..ctor()
    at cognosdotnet_2_0.reportService1..ctor()
    
 at ReportRunnerv3.ReportRunner.ExecuteReport(Int32 inPLAN_ID, Int32 inContract_Sfx, String inRptDate_DT, String inPlanType, String inInvstmentOnlyInd, String inMOMInd, String inGPSIInd, String inPBTInd, String inPICAInd, String inClientAccomInd, String inInstSelectInd, String inRptType, Int32& outRC)
 
Notes
 •cognosdotnetassembly_2_0 is located in the same directory as the ""ReportRunner"" assembly
 •cognosdotnetassembly_2_0 was cataloged using CREATE ASSEMBLY with permission set = unsafe
 •cognosdotnetassembly_2_0 is also installed in the GAC 

 
 
The following is the message provided by fuslogvw.exe:
 
*** Assembly Binder Log Entry  (8/11/2011 @ 5:57:39 AM) ***
 
The operation failed.
 
Bind result: hr = 0x80070002. The system cannot find the file specified.
 
Assembly manager loaded from:  c:\WINDOWS\Microsoft.NET\Framework\v2.0.50727\mscorwks.dll
 
Running under executable  c:\Program Files\Microsoft SQL Server\MSSQL10_50.SQLEXPRESS\MSSQL\Binn\sqlservr.exe
 

--- A detailed error log follows.
 
=== Pre-bind state information ===
 
LOG: User = NT AUTHORITY\NETWORK SERVICE
 
LOG: DisplayName = cognosdotnetassembly_2_0, Version=10.1.4707.501, Culture=neutral, PublicKeyToken=d6e6d7d808b7e5b7
  (Fully-specified)
 
LOG: Appbase = file:///c:/Program Files/Microsoft SQL Server/MSSQL10_50.SQLEXPRESS/MSSQL/Binn/
 
LOG: Initial PrivatePath = NULL
 
LOG: Dynamic Base = NULL
 
LOG: Cache Base = NULL
 
LOG: AppName = NULL
 
Calling assembly : System.Xml, Version=2.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089.
 
===
 
LOG: This bind starts in default load context.
 LOG: No application configuration file found.
 
LOG: Using machine configuration file from c:\WINDOWS\Microsoft.NET\Framework\v2.0.50727\config\machine.config.
 
LOG: Post-policy reference: cognosdotnetassembly_2_0, Version=10.1.4707.501, Culture=neutral, PublicKeyToken=d6e6d7d808b7e5b7
 
LOG: Fusion is hosted. Check host about this assembly.
 
LOG: Assembly is not in CLR Loaded list. Asking host assembly store.
 
LOG: Try host assembly store with assembly cognosdotnetassembly_2_0, version=10.1.4707.501, culture=neutral, publickeytoken=d6e6d7d808b7e5b7, processorarchitecture=x86.
 
LOG: Try host assembly store with assembly cognosdotnetassembly_2_0, version=10.1.4707.501, culture=neutral, publickeytoken=d6e6d7d808b7e5b7, processorarchitecture=msil.
 
LOG: Try host assembly store with assembly cognosdotnetassembly_2_0, version=10.1.4707.501, culture=neutral, publickeytoken=d6e6d7d808b7e5b7.
 
WRN: Host assembly store does not contain this assembly.
 
ERR: Unrecoverable error occurred during pre-download check (hr = 0x80070002).
 
 
 
Can someone provide insight as to why SQL Server is unable to find cognosdotnetassembly_2_0?
 
If you need more information, please let me know.
 
Thanks for your assistance.
 
--Chris
",.net,sql-server-2008,sdk,cognos,clrstoredprocedure,,open
138431,8329369,11/30/2011 16:29:14,1073743,11/30/2011 16:06:06,1,0,How Can I Record Playback Sound by C#,I want to make a different sound capture project.But main problem is to play back sound recording ,c#,,,,,11/30/2011 17:51:17,not a real question
134738,10716214,05/23/2012 08:29:50,1412054,05/23/2012 08:05:10,1,0,Mysql Explain return different information,"this is my first post.

I want to ask about explain query on MYSQL.

I have a table with myisam engine, about 150 million rows, 

then something is happening, i know myisam will lock entire database if something is happening, then i tried to find what query that locked my db.

i found that it was general query that supposed to be fast. 

    CREATE TABLE `post` (
    `postid` int(10) unsigned NOT NULL AUTO_INCREMENT,
    `threadid` int(10) unsigned NOT NULL DEFAULT '0',
    `username` varchar(100) NOT NULL DEFAULT '',
    `userid` int(10) unsigned NOT NULL DEFAULT '0',
    `title` varchar(250) NOT NULL DEFAULT '',
    `dateline` int(10) unsigned NOT NULL DEFAULT '0',
    `pagetext` mediumtext NOT NULL,
    `visible` smallint(6) NOT NULL DEFAULT '0',
    PRIMARY KEY (`postid`),
    KEY `userid` (`userid`),
    KEY `threadid` (`threadid`,`userid`),
    KEY `threadid_2` (`threadid`,`visible`)
    ) ENGINE=MyISAM AUTO_INCREMENT=697557786 DEFAULT CHARSET=latin1 MAX_ROWS=2431504384     AVG_ROW_LENGTH=50 


then i found the query that takes too long to be returned ( about 300 s ).

i compare the query (explain) with another query.

    mysql> explain SELECT postid, title, pagetext, userid, username, dateline FROM post WHERE threadid = '3947352'  AND visible = 1 ORDER BY postid ASC LIMIT 0,1;
    +----+-------------+-------+------+---------------------+----------+---------+-------+------+-----------------------------+
    | id | select_type | table | type | possible_keys       | key      | key_len | ref   | rows | Extra                       |
    +----+-------------+-------+------+---------------------+----------+---------+-------+------+-----------------------------+
    |  1 | SIMPLE      | post  | ref  | threadid,threadid_2 | threadid | 4       | const |    1 | Using where; Using filesort | 
    +----+-------------+-------+------+---------------------+----------+---------+-------+------+-----------------------------+
    1 row in set (0.00 sec)

    mysql> explain SELECT postid, title, pagetext, userid, username, dateline FROM post WHERE threadid = '13476989'  AND visible = 1 ORDER BY postid ASC LIMIT 0,1;
    +----+-------------+-------+-------+---------------------+---------+---------+------+------+-------------+
    | id | select_type | table | type  | possible_keys       | key     | key_len | ref  | rows | Extra       |
    +----+-------------+-------+-------+---------------------+---------+---------+------+------+-------------+
    |  1 | SIMPLE      | post  | index | threadid,threadid_2 | PRIMARY | 4       | NULL | 7687 | Using where | 
    +----+-------------+-------+-------+---------------------+---------+---------+------+------+-------------+

the 2nd query is the query that took 300 s to be returned.

same query, different on parameter in where clause. 

anyone can help me? :D",mysql,query,myisam,locked,,,open
90549,11383145,07/08/2012 12:27:25,1346705,04/20/2012 13:38:16,636,63,SQL2008 Service Broker tutorial -- cannot receive the message (exception in transmission_status),"I am learning how to use the Service Broker of the MS SQL 2008 R2.  When following the tutorial [Completing a Conversation in a Single Database][1].  Following the [Lesson 1][2], I have successfully created the message types, contract, the queues and services.  Following the [Lesson 2][3], I have probably sent the message.  However, when trying to receive the message, I get the NULL for the ReceivedRequestMsg instead of the sent content.

When looking at the `sys.transmission_queue`, the `transmission_status` for the message says:

> An exception occurred while enqueueing a message in the target queue. Error: 15517, State: 1. Cannot execute as the database principal because the principal ""dbo"" does not exist, this type of principal cannot be impersonated, or you do not have permission.

I have installed the SQL server using the Windows login like **Mycomp\Petr**.  I am using that login also for the lessons.

Can you guess what is the problem?  What should I check and or set to make it working?


  [1]: http://msdn.microsoft.com/en-us/library/bb839495%28v=sql.105%29
  [2]: http://msdn.microsoft.com/en-us/library/bb839488%28v=sql.105%29
  [3]: http://msdn.microsoft.com/en-us/library/bb839499%28v=sql.105%29",sql-server-2008,service-broker,,,,,open
92823,6697090,07/14/2011 16:57:21,247542,01/10/2010 16:35:34,2657,95,Django Do Once Custom Template Tag,"I'm trying to create a custom template tag that only renders a block of code once, regardless of how many times the tag/partial that contains it is executed.

This is how I've implemented it, but as you can see, it's a bit hackish:

my_partial.html:

    {% once mycontent %}
        this will only show once
    {% endonce%}

my_template.html:

    {% load my_tags %}
    {% for i in list %}
        {% my_partial %}
    {% endfor %}

my_tags.py:

    @register.inclusion_tag('my_partial.html',takes_context=True)
    def my_partial(context):
        return dict(arbitrary extra data)
    
    @register.tag(name=""once"")
    def do_once(parser, token):
        try:
            # Splitting by None == splitting by spaces.
            tag_name, var_name = token.contents.split(None, 1)
        except ValueError:
            raise template.TemplateSyntaxError(""%r tag requires arguments"" % token.contents.split()[0])
        nodelist = parser.parse(('endonce',))
        parser.delete_first_token()
        return DoOnceNode(nodelist, var_name)
    
    class DoOnceNode(template.Node):
        def __init__(self, nodelist, var_name):
            self.nodelist = nodelist
            self.var_name = '_do_once_'+var_name
        def render(self, context):
            request = context['request']
            
            # Make request.GET mutable.
            request.GET = dict(request.GET)
                
            if self.var_name in request.GET:
                return ''
            else:
                request.GET[self.var_name] = 1
                return self.nodelist.render(context)

Specifically, I'm using the request.GET dictionary as a mutable global scope. It's hackish and obviously not what the request object is designed to do, but it works.

Ideally, I'd like to use something like the context, but I found that it isn't shared between calls to this tag. i.e. `self.var_name in context` is always False, rendering it useless as a global scope.

Why isn't context shared the same way request is shared? Is there someway to make it truly shared, or is there some other object I can use to store globally accessible variables within a request?
",python,django,django-templates,,,,open
97293,11573721,07/20/2012 06:07:05,1414610,05/24/2012 09:19:37,1,0,Design a module,"<b>    I am having problem designing a module.Can anybody help me
      This is basically an agricultural project (web application).I need to design module where some calcuation takes place.
	  There are differnt crops invovled like maize,tomato,okra etc.Now each of these crops have different traits.
	  Each trait has a mesurament scale which lies in integer like 200-1000.now let say i have planted the crop and 
	  done measurement noted down the traits.Now i want to do some sort of measurement.Some measurements are simple and some are
	  complex.
	  
	  Lets take an example of crop maize.I have recored observations for 15 trait.(trait1.. trait15 are just alias the acutal name can be like plt_ht,yld)
	  trait1 trait2 trait3 trait4 trait5 trait6..... trait15
	  
	  i have recorded 5 observations for each traits
	  trait1         trait2          trait3    trait5 trait6..... trait15 
	  01,02,03,04     01,02,03,04   01,02,03,04
	  
	  User logs into system and selects his crops and  enters data for these observation i  either have to calculate average of those data entered for each  or sum of those.
	  This is simple but complexity comes when for some of the tratis i have some different formulas. Like lets take an example let say a trait YLD has a formula based on which i have to caluate its value which may  also depends on some other traits .This way  all differnet crops have different traits.All this i am able to do whenever user selects crop i will check for those specific traits and do calculations if it is not special trait then i eaither avg it or sum it based on db entery but there is lot of hard coding .I want to have some suggestion from you people if u can think of an better way of handling this.
</b>



 ",java,algorithm,module,,,07/20/2012 12:38:49,not a real question
15116,11229792,06/27/2012 15:28:18,1486117,06/27/2012 15:18:03,1,0,How to find out if a page has already been loaded to memory?,"I am reading a large file using mmap(). There is a lot of redundancy in this file so for most queries, I have a choice to which part of the file I can read to find the result. Is there a way for me to check whether one of the pages associated with each of those part of the file has already been loaded to main memory? This would improve the current solution of picking one of those parts at random which usually results in a page fault. ",paging,mmap,,,,06/28/2012 11:02:09,not a real question
34401,11284785,07/01/2012 18:52:56,1459161,06/15/2012 15:47:21,116,7,Protect web API from unauthorized usage,"I want to start with a new project for Android and therefore I need a centralized database. 
As it is very easy to decompile java and get the database connection. For my project I need read/write access.

My idea was to create an API with php and query the websites from Android.

The problem I see it, that if someone knows the url of the API he can modify the database...

So my question is, how I can protect my php based API from unauthorized access?",php,android,web-services,security,api,07/02/2012 19:43:19,not a real question
115903,10423674,05/03/2012 00:42:34,230018,12/11/2009 23:03:41,455,6,"how big would a ""typical"" Salesforce installation/configuration code base be, in lines of code?","I understand that ""lines of code"" may be not a fully accurate measurement standard because a lot of Salesforce configuration might be done through a gui. Nevertheless, for the sake of argument, let's say that either each config field manually filled out in the gui is like a line of code, or else let's imagine the configuration being done entirely in source code, if Force platforms allows it.

Well, so, how big would a typical ""professional"" or ""enterprise"" level Salesforce installation code base be? Is it like 1K lines? 10K lines? Are there many 100K and more cases out there?",salesforce,crm,force,codebase,,05/03/2012 13:06:18,off topic
84617,4164587,11/12/2010 12:27:28,437759,09/02/2010 09:06:47,1274,103,What algorithms does SQL use?,"Ive always wondered this but never had the chance to research it.

What sort of algorithms are use in SQL? Naturally you search and compare for basic statements, what search algorithms? Sorting? and for other functions like Join's etc.",sql-server,algorithm,query,sql,,11/13/2010 00:59:12,not a real question
13598,7836526,10/20/2011 13:18:57,1005221,10/20/2011 12:44:35,1,0,i would like people to comment onSilverlight Social Networking Site i want to delvelop,"I need to develop a social networking site using silverlight and an associated web application.

What web application should it be?

The networking site i plan to have basic functionalities like profiles, messaging, securtiy, friends and blogging. 

programming language would be javascript /html as i plan. I dont know how to programme using C# so this is my option i guess. advice is welcomed though on how i should go about doing this.

 I would like to know the beginning point for my task.

Thank you in advance..
",javascript,silverlight,,,,10/20/2011 13:45:42,not constructive
46128,8778843,01/08/2012 15:43:45,479112,10/17/2010 22:42:53,773,30,Compare Zend vs Symfony2 vs (Another) for Dissertation,"I know this isn't strictly 'coding' however the best people to ask will be on SO.

For my degree dissertation I need to compare 3 frameworks, I will be using either Zend or Symfony2 and will pick another framework to look at as well.

Whilst I have dabbled in both Zend and Symfony2 (and I really do mean dabbled!) could anyone advise me the best way to compare individual frameworks?

Apart from comparing direct functionality from each framework, I can't really see the best way to do it.

Anyone have any suggestions?",php,homework,zend-framework,symfony-2.0,,01/09/2012 16:38:37,not constructive
53379,9991707,04/03/2012 10:48:23,564272,10/26/2010 07:53:04,57,2,Deploying rails app on heroku,"I'm learning RoR and trying to deploy my test app to heroku receiving next error:

    Unresolved dependencies detected; Installing...
       Using --without developmen
       You have modified your Gemfile in development but did not check
       the resulting snapshot (Gemfile.lock) into version control
       
       You have added to the Gemfile:
       * therubyracer (~> 0.9.3.beta1)
       * pg
       FAILED: http://devcenter.heroku.com/articles/bundler
 !     Heroku push rejected, failed to install gems via Bundler

Please! Help!",ruby-on-rails,ruby,deployment,heroku,,,open
81167,10236666,04/19/2012 20:58:16,752843,05/13/2011 18:21:37,772,18,How To Make An ArcGIS 10 Toolbox,"I'd like to make a new toolbox for ArcGIS 10.

While I have found resources on making Python scripts and the like, I have not yet found any examples or documentation regarding making Toolboxes.

Could someone point me in the right direction? Examples of toolbox codes/setup are much appreciated.",python,arcgis,,,,06/11/2012 23:55:39,off topic
133698,9225067,02/10/2012 08:49:51,885363,08/09/2011 06:45:23,21,3,Can not run C# sqlite application in 64 bit windows even if i use 64 bit sqlite,"I have a C# application. I compile it using x86 compile option in visual studio. I can run it both on 32 bit and 64 bit (program starts both on 32 and 64 bit). But in 64 bit enviroment sqlite functions do not work properly ( do not work at all). I downloaded the ado. net  sqlite for 64 bit. I change the sqlite dll's for 64 bit when i do this the program do not startup. It gives error. 

'System.Data.SQLite, Version=1.0.77.0, Culture=neutral, PublicKeyToken=db937bc2d44ff139' 
It says an error meaning it does not find some depent files which are used during compilation time.  (I compile the project in visual studio using 32 bit versions of sqlite dll's cause **my development enviroment is 32 bit** but in 64 bit i change the to 64 bit versions of the dll )

Other then manually overriding the dll's manually i also have a installshield setup file which has 2 different configurations for x64  and x86 the difference between these configurations is different dll files only. The setup file which is generated using installshield also do not work in 64 bit. 
Please tell me 1- how can i run sqlite functions properly on 64 bit  and 2- how i can prepare a setup for this project in a 32 bit development enviroment.

Thank you for your time 
Ferda

",c#,sqlite,64bit,,,,open
134278,3938933,10/15/2010 01:54:19,445872,09/13/2010 00:42:31,15,0,Alternatives to database in Ajax ,"I am new to Ajax programming and I have been told that there are alternatives to using a database in Ajax if optimal speed is required. If there are going to be like a hundred requests per second then using a database does not make much sense. So what are those alternatives ??

I NEED ONLY ""NATIVE"" AJAX SOLUTIONS .. NO LIBRARIES PLEASE ..",javascript,xml,ajax,,,,open
104951,9336550,02/17/2012 22:49:50,947301,09/15/2011 16:50:42,163,0,"Ruby sprintf , about %02x","sprintf(""%02x "",c)

When I reading code ,I know this means transfer decimal to Hex.

But what does ""2"" mean?

Thank you.",ruby,,,,,,open
66842,5293420,03/14/2011 00:06:18,340554,05/13/2010 17:54:39,237,5,Confusing calling method in Java,"    class Parent
    {
        private void method1()
        {
            System.out.println(""Parent's method1()"");
        }
        public void method2()
        {
            System.out.println(""Parent's method2()"");
            method1();
        }
    }
    
    class Child extends Parent
    {
        public void method1()
        {
            System.out.println(""Child's method1()"");		
        }
    }
    class test {
        public static void main(String args[])
        {
            Parent p = new Child();
            p.method2();
        }
    }

I'm confuse why  does in Parent::method2() when invoking method1() it will cal Parents method1() and not Childs method1 ? I see that this happens only when method1() is private? Can someone explain me why ?  
Thanks you.",java,,,,,,open
109238,7699957,10/08/2011 21:42:13,583651,01/20/2011 21:42:42,16,9,Get specfic HTML Tag Value In Array,"       <ul>
       <li> 
       <a href=""/movie/rise+of+the+planet+of+the+apes/31501"" title=""Watch Rise of the Planet of the Apes online"" class=""ttl"">Rise of the Planet of the Apes</a> <span class=""price"">27.5M</span>
              <div> <a href=""#""><img src=""images/ico-add-fav.gif"" alt=""Add to Favorites"" width=""16"" height=""15"" /></a> </div>
            </li>
      <li> <a href=""/movie/the+help/31513"" title=""Watch The Help online"" class=""ttl"">The Help</a> <span class=""price"">25.5M</span>
              <div> <a href=""#""><img src=""images/ico-add-fav.gif"" alt=""Add to Favorites"" width=""16"" height=""15"" /></a> </div>

            </li>
     <li> <a href=""/movie/final+destination+5/31517"" title=""Watch Final Destination 5 online"" class=""ttl"">Final Destination 5</a> <span class=""price"">18.4M</span>
              <div> <a href=""#""><img src=""images/ico-add-fav.gif"" alt=""Add to Favorites"" width=""16"" height=""15"" /></a> </div>
            </li>
      <li> <a href=""/movie/the+smurfs/30830"" title=""Watch The Smurfs online"" class=""ttl"">The Smurfs</a> <span class=""price"">13.5M</span>
              <div> <a href=""#""><img src=""images/ico-add-fav.gif"" alt=""Add to Favorites"" width=""16"" height=""15"" /></a> </div>

            </li>
     <li> <a href=""/movie/30+minutes+or+less/31512"" title=""Watch 30 Minutes or Less online"" class=""ttl"">30 Minutes or Less</a> <span class=""price"">13.0M</span>
              <div> <a href=""#""><img src=""images/ico-add-fav.gif"" alt=""Add to Favorites"" width=""16"" height=""15"" /></a> </div>
            </li>
     <li> <a href=""/movie/cowboys+and+aliens/31446"" title=""Watch Cowboys and Aliens online"" class=""ttl"">Cowboys and Aliens</a> <span class=""price"">7.6M</span>
              <div> <a href=""#""><img src=""images/ico-add-fav.gif"" alt=""Add to Favorites"" width=""16"" height=""15"" /></a> </div>

            </li>
    <li> <a href=""/movie/captain+america:+the+first+avenger/31507"" title=""Watch Captain America: The First Avenger online"" class=""ttl"">Captain America: The First Avenger</a> <span class=""price"">7.1M</span>
              <div> <a href=""#""><img src=""images/ico-add-fav.gif"" alt=""Add to Favorites"" width=""16"" height=""15"" /></a> </div>
            </li>
     <li> <a href=""/movie/crazy,+stupid,+love/31460"" title=""Watch Crazy, Stupid, Love online"" class=""ttl"">Crazy, Stupid, Love</a> <span class=""price"">6.9M</span>
              <div> <a href=""#""><img src=""images/ico-add-fav.gif"" alt=""Add to Favorites"" width=""16"" height=""15"" /></a> </div>

            </li>
     <li> <a href=""/movie/harry+potter+and+the+deathly+hallows:+part+2/31882"" title=""Watch Harry Potter and the Deatly Hallows Part 2 online"" class=""ttl"">Harry Potter and the Deatly Hallows Part 2</a> <span class=""price"">6.9M</span>
              <div> <a href=""#""><img src=""images/ico-add-fav.gif"" alt=""Add to Favorites"" width=""16"" height=""15"" /></a> </div>
            </li>
     <li> <a href=""/movie/the+change-up/31510"" title=""Watch The Change-Up online"" class=""ttl"">The Change-Up</a> <span class=""price"">6.2M</span>
              <div> <a href=""#""><img src=""images/ico-add-fav.gif"" alt=""Add to Favorites"" width=""16"" height=""15"" /></a> </div>
     </ul>


i need all value of Href like (href=""/movie/the+help/31513"") in php array from above html .the above html is in string variable.any help or any hint will be appericate.


",html,arrays,php5,,,,open
18179,9717460,03/15/2012 09:59:58,1203501,02/11/2012 07:55:31,65,4,php -dom how to use variables as file name while saving to file,"i want to save an .XML file that i create with php dom, but not with a static name;

    $dom->save(""save.xml"");

but something that my vary from earlier files;

    $dom->save($var.xml);

i tried some typos, but did not achieve what i desire. 
thanks in advance..

",php,dom,save,,,03/15/2012 10:22:19,too localized
127997,11403088,07/09/2012 21:01:24,1472219,06/21/2012 13:18:07,12,0,Is the third = necessary when comparing object types?,"Give me one good reason why I shouldn't stop using the third equals.

    typeof x === ""object""
    typeof x == ""object"" // does the same thing 100% of the time and uses one less character
",javascript,ecma,,,,07/10/2012 04:33:03,not constructive
117136,4232307,11/20/2010 10:39:26,477411,10/15/2010 20:03:14,3,0,Start exteranal executable from Java code with streams redirection,"I need to start external executable in such way that user can interact with program that was just started.
For example in OpenSuse Linux there is a package manager - Zypper. You can start zypper in command mode and give commands like install, update, remove, etc. to it.
I would like to run it from Java code in a way user could interact with it: input commands and see output and errors of the program he started.

Here is a Java code I tried to use:

    public static void main(String[] args) throws IOException, InterruptedException {
    		Process proc = java.lang.Runtime.getRuntime().exec(""zypper shell"");
    		
    		InputStream stderr = proc.getInputStream();
            InputStreamReader isr = new InputStreamReader(stderr);
            BufferedReader br = new BufferedReader(isr);
            String line = null;
            char ch;
    
            	while ( (ch = (char)br.read()) != -1)
            		System.out.print(ch);
    
            int exitVal = proc.waitFor();
            System.out.println(""Process exitValue: "" + exitVal);
    
    	}
But unfortunately I can only see it's output:
   zypper>
but no matter what I write, my input doesn't affect program that was started.
How can I do what want to?
Thank in advance.",java,stream,execute,,,,open
34018,7354467,09/08/2011 21:04:22,894505,08/15/2011 04:41:50,37,0,Is it possible to create a gui for python?,I only know python and i am a fairly new to the programming world. but it is posible to make a GUI .app for macs with my python script?,python,osx,gui,script,.app,,open
1126,7473759,09/19/2011 15:54:55,953026,09/19/2011 15:54:55,1,0,Internet Explorer unsupported get request,"i got a big problem in IE (only IE, FF etc works great). 

I got a canvas page: xyz.de/gewinnspiel.php?register=1.
In IE i get the following error:

> FacebookApiException: Unsupported get request. in Facebook->_graph() 

Does anybody have an idea?


Thanks!
Kilian",facebook,internet-explorer,canvas,get,,,open
133108,11651852,07/25/2012 14:17:43,1479628,06/25/2012 10:06:01,31,0,How to use QTimer,"In QT I'm trying to set a Qtimer that calls a function called ""update"" every second. Here is my code:

    #include ""mainwindow.h""
    #include ""ui_mainwindow.h""
    #include <QTimer>
    #include ""QDebug""

    MainWindow::MainWindow(QWidget *parent) :
        QMainWindow(parent),
        ui(new Ui::MainWindow)
    {
        ui->setupUi(this);

        QTimer *timer = new QTimer();
        connect(timer, SIGNAL(timeout()), this, SLOT(update()));
        timer->start(1000);
    }
 
    MainWindow::~MainWindow()
    {
        delete ui;
    }

    void MainWindow::update()
    {
        qDebug() << ""update"";
    }

THe project is being build, but it doesnt execute update, since the line ""update"" is not showing anywhere... Does anybody see what I´m doing wrong?",qt,update,timer,,,,open
47355,9999121,04/03/2012 18:24:20,784715,06/05/2011 12:27:04,75,4,what type of database I should use for my code?,"It will be my first trial to build a database based c# winform code. 

I will ask a broad question to start-up my database architecture. 

Most probably, admins of the site will give me a negative point for this question but still I want to get some experienced databasers comments. 

The code I am writing is collecting data based on date. The application will collect data weekly, and each week stock prices will be stored into the database. 

There are several stocks, I want to store. For each store, I will save the price information. 

The **Stocks** table of my database  will be like this:

date - type of date
stock name - string
stock price - float
stock code - string ->unique key

The other table of the database will be **Market Table**
In this table, I will store 

stock code - string
stock country - string
stock market name- string

What is the best way to make such a database?

I need to compare prices of stocks based on date column. 

Should I create new tables for each date? or should I store them in a single table?

There are approximately 1200 stocks I need to store and follow up.

I will run my code each week and I wanna handle my data. 

thanks for your help. 

PS: please do not tell me to use another platform other than C# and do not offer any ready to made script. I want to write my own code. 

",c#,database,,,,04/03/2012 20:21:30,not a real question
5064,7919588,10/27/2011 17:01:38,676828,03/25/2011 13:44:32,65,4,Change Date on a Remote (Virtual Machine) Running Windows Terminal Service,"I need to take my virtual machine and change the date back six months in order to do some testing for a report.  Unfortunately, every time I change the date back, the system reverts to the current date.  

I’ve turned off the WinLock protections, but I have been unsuccessful.  I’ve double clicked on the time on the taskbar, changed the date and clicked on Apply.  The date will change for a moment, but then it resets back to today’s date.  I’ve unchecked the automatical adjustment for daylight savings time, as well as the synchronization with an Internet time server.  ",date,virtual-machine,,,,,open
119947,8775714,01/08/2012 05:51:35,82410,03/25/2009 06:43:42,636,28,How to encrypt all existing views in SQL Server 2005 after it has been created?,"How to encrypt all existing views in SQL Server 2005?

I can encrypt them while creating it WITH ENCRYPTION clause but do not know hoe to do it after creating it.",sql-server-2005,tsql,,,,01/09/2012 13:39:41,not a real question
8482,2409512,03/09/2010 14:02:17,230675,12/13/2009 13:41:04,30,0,find untranslated locales in rails.,"I'm using rails 2.3.5 with i18n. I's there a way to find all not yet translated locales in all views?
Maybe a after_filter in the application controller, but which code I can use for this job?

thanks",ruby-on-rails,internationalization,ruby,,,,open
